"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1854160669211586764","Wed Nov 06 23:49:38 +0000 2024","0","@Yewon31245 @BudiBukanIntel FUFUFAFA MENDUNIA","1854310204260942321","","Yewon31245","in","sjtown","0","0","0","https://x.com/afterhyuk/status/1854310204260942321","1439799929552052228","afterhyuk"
"1854086499743973465","Wed Nov 06 23:48:48 +0000 2024","0","@kleponmaniz Salfok sama tulisannya","1854309994797408739","","kleponmaniz","in","","0","0","0","https://x.com/ehbimo/status/1854309994797408739","1342397618207424513","ehbimo"
"1854075924502970645","Wed Nov 06 23:48:28 +0000 2024","0","@HumorJonTampan Raiso ngomong..kalau mau lancar omong cuma di sosmed fufufafa..omong jorok doang","1854309909392994512","","HumorJonTampan","in","","0","0","0","https://x.com/YusufIrian3999/status/1854309909392994512","1758759327190695936","YusufIrian3999"
"1854120311832338449","Wed Nov 06 23:48:20 +0000 2024","1","@Duren___ Tong kosong mah boro2 ngebacot linggis. Dpn mic aja mendem soranya","1854309876035719240","","Duren___","in","Tambun, Indonesia","0","0","0","https://x.com/GanRusdi/status/1854309876035719240","817391445283782658","GanRusdi"
"1853770445159575683","Wed Nov 06 23:47:57 +0000 2024","0","@DokterTifa @prabowo Arah sebenarnya dokter ini berakhir mendukung fufufafa coba aja kasih jabatan di pemerintahan","1854309778761363838","","DokterTifa","in","","0","0","0","https://x.com/KTheology46243/status/1854309778761363838","1791536821022990336","KTheology46243"
"1854146210778771827","Wed Nov 06 23:47:25 +0000 2024","1","@DarsAlexandra1 Gus F4 Fufufafa","1854309647282532561","","DarsAlexandra1","in","Indonesia","0","0","0","https://x.com/Afgan772/status/1854309647282532561","1146293807786397697","Afgan772"
"1853805268989313029","Wed Nov 06 23:46:18 +0000 2024","2","@Tan_Mar3M Hrs ditangkap dan dihukum mati org org pendukung jokower dan fufufafa ga beres ga becus ini bikin bangkrut nkri asu anjing lu","1854309362627662326","","Tan_Mar3M","in","","0","0","1","https://x.com/salehali2019/status/1854309362627662326","1167048413109555201","salehali2019"
"1854138125762896103","Wed Nov 06 23:46:04 +0000 2024","0","@FayaAtika Jauh jauh bawa tong kosong..... Mubajir kan","1854309307292217592","","FayaAtika","in","Tambun, Indonesia","0","0","0","https://x.com/GanRusdi/status/1854309307292217592","817391445283782658","GanRusdi"
"1854309221657108562","Wed Nov 06 23:45:44 +0000 2024","19"," itulah wapres kita (#fufufafa) #Nalar https://t.co/uqXEP2XItK","1854309221657108562","https://pbs.twimg.com/media/GbvUZxjaIAA_tNv.jpg","","in","South East Asia","0","4","13","https://x.com/ZAEffendy/status/1854309221657108562","129750289","ZAEffendy"
"1854309146973315563","Wed Nov 06 23:45:26 +0000 2024","40"," Sedikit Bicara Banyak Nyusu - Fufufafa","1854309146973315563","","","in","Indonesia","0","4","8","https://x.com/NephilaXmus/status/1854309146973315563","62764588","NephilaXmus"
"1854090444906631354","Wed Nov 06 23:45:23 +0000 2024","0","@noirbojack Tong kosong anti wartawan","1854309134893756720","","noirbojack","in","Tambun, Indonesia","0","0","0","https://x.com/GanRusdi/status/1854309134893756720","817391445283782658","GanRusdi"
"1854003256927899920","Wed Nov 06 23:44:58 +0000 2024","0","@AnKiiim_ Pembahasannya jg beda bro yg satu cuma mengapresiasi yg satu mengenai data progres dan pembangunan","1854309028228395450","","AnKiiim_","in","","0","0","0","https://x.com/ehbimo/status/1854309028228395450","1342397618207424513","ehbimo"
"1853682146281754917","Wed Nov 06 23:44:02 +0000 2024","0","@leo040878 @kangmirdja @CakKhum Gi ngincer jadi komisaris apa bang???... smp mau²nya jd kambing hitam si fufufafa.","1854308792487542830","","leo040878","in","Wakanda Land","0","0","0","https://x.com/TholeRagil2/status/1854308792487542830","1605843420895121409","TholeRagil2"
"1854146210778771827","Wed Nov 06 23:43:53 +0000 2024","1","@DarsAlexandra1 Gus tong kosong","1854308757582590136","","DarsAlexandra1","in","Tambun, Indonesia","0","1","0","https://x.com/GanRusdi/status/1854308757582590136","817391445283782658","GanRusdi"
"1854058402315698228","Wed Nov 06 23:43:53 +0000 2024","3","@kafkaphilia @aetherdepokk Ga sekelas fufufafa tapi kelakuannya mirip. Vance used to hate Trump lmao","1854308757188260122","","kafkaphilia","in","","0","0","0","https://x.com/hotandspiceeey/status/1854308757188260122","142977066","hotandspiceeey"
"1854146210778771827","Wed Nov 06 23:43:49 +0000 2024","1","@DarsAlexandra1 Coba suruh baca alfatihah dulu si fufufafa sama bloonya ga sama mulyono.","1854308741405130755","","DarsAlexandra1","in","luxor","0","0","0","https://x.com/rajatapura/status/1854308741405130755","819027163277971456","rajatapura"
"1854181265035116694","Wed Nov 06 23:43:01 +0000 2024","0","@utdfocusid Aff kayaknya masih butuh ridho","1854308537754947905","","utdfocusid","in","","0","0","0","https://x.com/ehbimo/status/1854308537754947905","1342397618207424513","ehbimo"
"1853998667860193320","Wed Nov 06 23:42:59 +0000 2024","0","@Tan_Mar3M Tong kosong mendem bunyinya. Tuh kan percuma jadi mubajir","1854308527868981557","","Tan_Mar3M","in","Tambun, Indonesia","0","0","0","https://x.com/GanRusdi/status/1854308527868981557","817391445283782658","GanRusdi"
"1854297053704388794","Wed Nov 06 23:42:50 +0000 2024","0","@twinkleblush Kayanya kebanyakan liat kata kata mutiaranya fufufafa yang naik gunung itu lalu tertancap di otakku jagung rebus","1854308491760209929","","twinkleblush","in","♡","0","1","0","https://x.com/fafanesss/status/1854308491760209929","1386911720518471680","fafanesss"
"1853624207147667614","Wed Nov 06 23:42:16 +0000 2024","0","@mihrabku @FirlyLinggar @msaid_didu Semakin yakin itu bapaknya fufufafa PKI menggunakan ilmu sihir yg kuat utk menyirep ratusan juta manusia","1854308348684009938","","mihrabku","in","Jakarta","0","0","0","https://x.com/FidiansyahReza/status/1854308348684009938","1085375803934851072","FidiansyahReza"
"1854142631565242862","Wed Nov 06 23:42:04 +0000 2024","0","@kegblgnunfaedh Harusnya dibeliin biar gak bakar rumah","1854308298947957196","","kegblgnunfaedh","in","","0","0","0","https://x.com/ehbimo/status/1854308298947957196","1342397618207424513","ehbimo"
"1854108866646360314","Wed Nov 06 23:40:38 +0000 2024","0","@sstrongerrr Dia cuma mantan lagian aku udah gak chattingan sama dia","1854307939215098192","","sstrongerrr","in","","0","0","0","https://x.com/ehbimo/status/1854307939215098192","1342397618207424513","ehbimo"
"1854307789553942838","Wed Nov 06 23:40:03 +0000 2024","0","Hahahaha fufufafa otak nihil @gibran_tweet","1854307789553942838","","","in","Kebumen, Indonesia","0","0","0","https://x.com/Dunianyasantai/status/1854307789553942838","1619950656714051585","Dunianyasantai"
"1854307745362854345","Wed Nov 06 23:39:52 +0000 2024","0","Bertemu Lawrence Wong Sultan Minta Singapura Bicara Ke Israel Untuk Hentikan Perang di Gaza https://t.co/8m02tTtgGg Netanyahu #fufufafa","1854307745362854345","","","in","Medan","0","0","0","https://x.com/puji2024/status/1854307745362854345","1613346253521432576","puji2024"
"1854160039625527750","Wed Nov 06 23:39:41 +0000 2024","1","@tekarok007 Terimakasih. Lbh menyedihkan lagi kamu yg selalu peduli Anies dan pendukung sbg pelampiasan kekecewaan akibat gagalnya proyek SLAMET utk menyelamatkan Gibran dr isue fufufafa. Yg penting kan ada bukti bhw kamu msh bikin tuit serangan maka honor akan cair. Hina sekali hidupmu!!","1854307699934327177","","tekarok007","in","","0","0","0","https://x.com/Sigmahalim/status/1854307699934327177","1194978102029340673","Sigmahalim"
"1854114705360732591","Wed Nov 06 23:39:15 +0000 2024","199","@romoatheist @Gerindra ya allah berpikir sederhana aja ga bisa maksud gerindra adalah menanggapi 11/100 yang dikatakan anies. kenapa masih dipikirin sedangkan fufufafa dibiarkan? karena fufufafa nggak pernah di tolong di perjuangkan dan di bela habis-habisan untuk jadi gubernur.","1854307589636694039","","romoatheist","in","Bandung, Indonesia ","1","7","7","https://x.com/adoreehim/status/1854307589636694039","891545495645990912","adoreehim"
"1853682146281754917","Wed Nov 06 23:37:35 +0000 2024","0","@leo040878 @kangmirdja @CakKhum Yg lagi cosplay fufufafa ini kek nya menjiwai banget dech ","1854307169015152981","","leo040878","in","Wakanda Land","0","0","0","https://x.com/TholeRagil2/status/1854307169015152981","1605843420895121409","TholeRagil2"
"1854305671602401418","Wed Nov 06 23:37:08 +0000 2024","1","@BebySoSweet @jokowi IKN️ @gibran_tweet FUFUFAFA Bejat moral SEKELUARGA @kaesangp NEBENG @bobbynasution_ TAMBANG Semoga ada balasan ya","1854307059480895505","","BebySoSweet","in","","0","0","0","https://x.com/duffmid878/status/1854307059480895505","1844137566007861248","duffmid878"
"1854138125762896103","Wed Nov 06 23:36:22 +0000 2024","0","@FayaAtika Pemujanya bilang fufufafa bukan ban serep berkelas idiot","1854306865091678596","","FayaAtika","in","","0","0","0","https://x.com/Anoaiz/status/1854306865091678596","1546471936644984832","Anoaiz"
"1854303800456360156","Wed Nov 06 23:33:57 +0000 2024","1","@DokterTifa Tidak satupun anak saya divaksin biarlah anak Fufufafa cucu Joko @jokowi saja yg buat eksperiment @WHO https://t.co/ONqAmJJjNU","1854306257219535221","","DokterTifa","in","Korea Utara","0","0","0","https://x.com/NurRohi03920969/status/1854306257219535221","1488839355351597057","NurRohi03920969"
"1854163165220835535","Wed Nov 06 23:33:02 +0000 2024","0","@__LOVE_AG4EVER @gibran_tweet Kalo bukan keduanya berarti wapres FUFuFafa dong hahajaja","1854306027296219142","","__LOVE_AG4EVER","in","","0","0","0","https://x.com/anoraph3/status/1854306027296219142","4184557300","anoraph3"
"1854178793721889253","Wed Nov 06 23:31:59 +0000 2024","0","@Ndons_Back @are_inismyname @florieliciouss @BANGSAygSUJUD @99propaganda @Kimberley_PS08 @DakotaGeorgy @adri_7i @IrawanRommi @nanath27 Paling yg sering telp fufufafa tanya tugasnya apa selain bagi2 susu.Nyasih sambutan ga berani apalagi dateng ke kampus2.@gibran_tweet","1854305762367217777","","Ndons_Back","in","","0","0","0","https://x.com/Anoaiz/status/1854305762367217777","1546471936644984832","Anoaiz"
"1854081712432857412","Wed Nov 06 23:31:59 +0000 2024","3","@alikshago @DokterTifa @prabowo Anjing fufufafa mulai menggongong","1854305760651735475","","alikshago","in","","0","0","0","https://x.com/Z479052767/status/1854305760651735475","1728999609123688448","Z479052767"
"1853982543550521571","Wed Nov 06 23:30:48 +0000 2024","0","@JhonSitorus_18 dia punya keahlian khusus yg ga semua orang bisa (mungkin)... bagi susu...emang agak Laen fufufafa dg kata susu...","1854305465142063163","","JhonSitorus_18","in","Indonesia","0","0","0","https://x.com/andyrjp/status/1854305465142063163","3065524866","andyrjp"
"1854146210778771827","Wed Nov 06 23:30:46 +0000 2024","0","@DarsAlexandra1 Bangga DIBODOHI SI FUFUFAFA ya pemuda aswaja ?","1854305456283603317","","DarsAlexandra1","in","","0","0","0","https://x.com/Joxplalong/status/1854305456283603317","1414014630507081731","Joxplalong"
"1854302717327655298","Wed Nov 06 23:19:53 +0000 2024","0","10 pertandingan terakhir Inter &amp; Napoli dan weekend besok bakal ketemu. Seru sih ini https://t.co/8vCKFNJVhU","1854302717327655298","https://pbs.twimg.com/media/GbvOfmlbUAA7oIl.jpg","","in","Vrindavan","0","0","0","https://x.com/Sinefail/status/1854302717327655298","55790782","Sinefail"
"1854211463533277470","Wed Nov 06 23:18:58 +0000 2024","0","@helmi_stbd Coba liat isi X nya. Bela fufufafa udah kek bela negara aja. https://t.co/gn7QrUgOrw","1854302485944635484","https://pbs.twimg.com/media/GbvOSLyb0AAnkJH.jpg","helmi_stbd","in","West Sumatra, Indonesia","0","0","0","https://x.com/vickyelkhaer/status/1854302485944635484","1639514300686692354","vickyelkhaer"
"1854114705360732591","Wed Nov 06 23:17:56 +0000 2024","0","@romoatheist @Gerindra tangkap yo njing fufufafa ramaikan terus angkat terus biar semua pada inget ini badjingan satu fufufafa narkoboy","1854302225516093951","","romoatheist","in","Cipanas","0","0","0","https://x.com/Jinaka10/status/1854302225516093951","1265370311697895424","Jinaka10"
"1854302085904507169","Wed Nov 06 23:17:23 +0000 2024","0","Koch mending gosah bangun sampe minggu depan kata gua mah","1854302085904507169","","","in","Vrindavan","0","0","0","https://x.com/Sinefail/status/1854302085904507169","55790782","Sinefail"
"1854301700682928483","Wed Nov 06 23:15:51 +0000 2024","0","Aksi 411 Adili Jokowi Tangkap Fufufafa Nasionalisasi Tambang! via @kedaipenacom https://t.co/ALmuQGTlS5","1854301700682928483","","","in","Indonesia","0","0","0","https://x.com/KedaiPenaCom/status/1854301700682928483","793719410275983361","KedaiPenaCom"
"1854158971755749514","Wed Nov 06 23:15:41 +0000 2024","0","@bacottetangga__ Masukin aja semua ke sel bang den ngeselin ","1854301658802704757","","bacottetangga__","in","","0","0","0","https://x.com/mrqables/status/1854301658802704757","1652900307670827008","mrqables"
"1854114705360732591","Wed Nov 06 23:15:36 +0000 2024","0","@RizkiFa32215436 @romoatheist @Gerindra Mksdnya itu pak probowo tidak mempermasalahkan gibran itu fufufafa karna dia tidak pernah menolong gibran jd gubernur tp yg buat sakit hati 11/100 karna pak anies pernah didukung jd gubernur","1854301636614840760","","RizkiFa32215436","in","","0","0","0","https://x.com/Wetri29703257/status/1854301636614840760","1401497106645352449","Wetri29703257"
"1854020889198936457","Wed Nov 06 23:15:23 +0000 2024","0","@DokterTifa @prabowo Waktu pilpres 2024 pendukung militan no. 1 sekarang ngaku2x belain pak prabowo.......besok2x kalau dikasih jabatan oleh fufufafa bisa jadi buzzer pembelanya ? modal pakai hijab &amp; gelar dokter akan terlihat intelektual di negeri ini ","1854301582424441310","","DokterTifa","in","","0","0","0","https://x.com/KTheology46243/status/1854301582424441310","1791536821022990336","KTheology46243"
"1854114705360732591","Wed Nov 06 23:14:14 +0000 2024","0","@romoatheist @Gerindra Kok goblog sih... Dari org gila smpe org pinter jg tau si FUFUFAFA itu @gibran_tweet lol","1854301294053499149","","romoatheist","in","","0","0","0","https://x.com/Modaldengkul10/status/1854301294053499149","1295914790091554818","Modaldengkul10"
"1854009583368642891","Wed Nov 06 23:14:12 +0000 2024","0","@heyy_AR Biar gampang dikibulin makanya orang-orang kek Fufufafa bisa jadi pemimpin","1854301287472611333","","heyy_AR","in","","0","0","0","https://x.com/kumis_miow/status/1854301287472611333","1171438430","kumis_miow"
"1853821645590589631","Wed Nov 06 23:13:01 +0000 2024","0","@H4T14K4LN4L42 @gibran_tweet @prabowo Gibran Samsul alias FUFUFAFA.. BOTOL KOK DIPELIHARA...!! MENUNJUK KAN KELASNYA... BUKAN SEBAGAI WAPRES YG MENGURUS NEGARA ...TETAPI KELASNYA HANYA SEBAGAI PETUGAS PEMBAGI SUSU... TIDK BERKEADILAN SOSIAL.. KARENA SUSU GRATIS HANYA UTK UTK ORANG MISKIN...!! ... preeetttt...!! https://t.co/QSzBBQy0MT","1854300988825571648","https://pbs.twimg.com/media/GbvM654bcAADUyb.jpg","H4T14K4LN4L42","in","","0","0","0","https://x.com/AsharIbnu/status/1854300988825571648","1583805020910551042","AsharIbnu"
"1854281365157773821","Wed Nov 06 23:12:14 +0000 2024","10","@JamalBoegis Mantap ; Ini membuktikan bahwa Pak @prabowo juga waspada kepada gerakan fufufafa.","1854300791055769741","","JamalBoegis","in","","0","0","0","https://x.com/EdanSingWaras/status/1854300791055769741","1842250709221462016","EdanSingWaras"
"1854296732471058657","Wed Nov 06 23:11:01 +0000 2024","0","@geshulivn GAPAPAWKDKWSKW kalopun kesandung juga kyaknya yang landing duluan muka gw bukan pantathw","1854300483978150276","","geshulivn","in","him","0","1","0","https://x.com/akjaza/status/1854300483978150276","1527822891488014337","akjaza"
"1853982543550521571","Wed Nov 06 23:10:24 +0000 2024","0","@JhonSitorus_18 Kalo suruh ngomong takut belibet dia jagonya ngetik kaya di akun fufufafa wkwk","1854300330621894989","","JhonSitorus_18","in","West Java, Indonesia","0","0","0","https://x.com/luthfiyyashifa/status/1854300330621894989","1239693843781414918","luthfiyyashifa"
"1854296732471058657","Wed Nov 06 23:10:18 +0000 2024","0","@crlecchino Petugas kebersihan sih iya","1854300306521325845","","crlecchino","in","him","0","1","0","https://x.com/akjaza/status/1854300306521325845","1527822891488014337","akjaza"
"1854300118696284335","Wed Nov 06 23:09:34 +0000 2024","0","Setelah menonton Kuliah Umum dari Abah @aniesbaswedan di FPBS UPI ttg Cinta Indonesia melalui Bahasa dan Sastra jd pengen nyoba lg ngetik/nulis apapun di sosmed ini biar langsung terealisasikan dan ga lupa tpi jgn sprt fufufafa . Soalnya kadang suka ada ide muncul scr tiba .","1854300118696284335","","","in","","0","1","0","https://x.com/rizaalmyusuf/status/1854300118696284335","1221768892034379778","rizaalmyusuf"
"1854150365572472935","Wed Nov 06 23:09:33 +0000 2024","0","@tekarok007 Awokwokwok ........ fufufafa suruh minum susu ikan yg banyak ...........","1854300113784730075","","tekarok007","in","","0","0","0","https://x.com/BLompoa_mks/status/1854300113784730075","1724972545311645696","BLompoa_mks"
"1854027282530402513","Wed Nov 06 23:09:26 +0000 2024","0","@DellaPerdana2 Kak bisa jelasin gak yg mirip Fufufafa bagian apanya? Aku drtd cari tau tapi gak ketemu2.","1854300087121514772","","DellaPerdana2","in","Quarter Life Crisis","0","0","0","https://x.com/retnwu/status/1854300087121514772","1673398019117682688","retnwu"
"1854160614517801316","Wed Nov 06 23:09:07 +0000 2024","1","@blisonny EMANG TUKANG CEBOK MULYONO FUFUFAFA LALAU BACOT HAK PERNAH PAKAI DATA. PAKAI BANSOS.","1854300005420736540","","blisonny","in","","0","0","0","https://x.com/PakDe06/status/1854300005420736540","1591718602851262464","PakDe06"
"1854065921511616693","Wed Nov 06 23:09:00 +0000 2024","301","@mncrgknskl Pemikiran bodoh buzzer IQ 78 ni begini Kalau pakai aplikasi ada pertanggungjawabannya keliatan progresnya ada before-after-nya Kalau langsung di balaikota waktu gubernur jd habis gk efektif dan gk keliatan perkembangannya Didemo aja didatengin tuh pendemo kurang terbuka apa?","1854299977415336112","","mncrgknskl","in","","0","6","18","https://x.com/fufufafariz/status/1854299977415336112","615993566","fufufafariz"
"1854298426974109727","Wed Nov 06 23:02:50 +0000 2024","0","Fufufafa itu menganut prinsip banyak kerja sedikit bicara.. ","1854298426974109727","","","in","Beratap langit","0","0","0","https://x.com/harissusanto67/status/1854298426974109727","742129152191434752","harissusanto67"
"1854196684152332480","Wed Nov 06 23:02:47 +0000 2024","0","@soppyan @prabowo @realDonaldTrump Sebaiknya memang kita anggap saja Fufufafa tidak ada dan tidak akan pernah ada. ","1854298415028679133","","soppyan","in","","0","0","0","https://x.com/mangunsong63/status/1854298415028679133","1277028104330862594","mangunsong63"
"1854158813726949599","Wed Nov 06 23:02:41 +0000 2024","0","@geloraco Kemarin juga dengan yakin bilang fufufafa bukan milik fafafufu","1854298387409232026","","geloraco","in","Jatim","0","0","0","https://x.com/Herwaha/status/1854298387409232026","1472582016533073921","Herwaha"
"1854196684152332480","Wed Nov 06 23:01:57 +0000 2024","0","@Anwar6993312370 @soppyan @prabowo @realDonaldTrump ayoayoganyangfufufafa ganyangfufufafasekarang jugaayoayoGanyangfufufafaganyangfufufafasekarangjugaayoayoganyangfufufafaganyangfufufafa","1854298204554289662","","Anwar6993312370","in","unlabeled.","0","0","0","https://x.com/trafalgarld/status/1854298204554289662","1532665475200860160","trafalgarld"
"1854298027038757275","Wed Nov 06 23:01:15 +0000 2024","16996","Jadi kapan ini fufufafa diciduk kurang ajar banget mulutnya","1854298027038757275","","","in","","27","99","2783","https://x.com/BudiBukanIntel/status/1854298027038757275","1794298849651212288","BudiBukanIntel"
"1854146210778771827","Wed Nov 06 23:00:39 +0000 2024","0","@DarsAlexandra1 Gus fufufafa","1854297874890432582","","DarsAlexandra1","in","","0","0","0","https://x.com/artesianart/status/1854297874890432582","1698600451686694912","artesianart"
"1854114705360732591","Wed Nov 06 23:00:24 +0000 2024","11","@romoatheist @Gerindra Tapi kesimpulannya anies yaman admin fufufafa siaaall bego banget logikanya","1854297813376696346","","OAgustian17572","in","","0","0","0","https://x.com/OAgustian17572/status/1854297813376696346","1840194442663530496","OAgustian17572"
"1854114705360732591","Wed Nov 06 22:59:50 +0000 2024","109","@romoatheist @Gerindra Bentarrr gue elaborate dulu. Admin gerindra bilang fufufafa ga pernah ditolong diperjuangkan dan dibela habis-habisan buat jadi gubernur. Anis baswedan ditolong diperjuangkan dibela ahbis-habisan buat jadi gubernur. 2 kalimat yang maknanya bertolak belakang ","1854297672061948074","","romoatheist","in","","0","6","1","https://x.com/OAgustian17572/status/1854297672061948074","1840194442663530496","OAgustian17572"
"1854036572498547131","Wed Nov 06 22:59:27 +0000 2024","0","@basxtion wkwkwkw ngeselin emng. kelakuan kek fufufafa","1854297573433200653","","basxtion","in","📍eden, babylonia","0","0","0","https://x.com/ryveraaa_/status/1854297573433200653","1792469474517581824","ryveraaa_"
"1854063177283391723","Wed Nov 06 22:58:20 +0000 2024","0","@MuhammadGhilm14 @opposite6892 Ayo pak @prabowo ... jd ingat ucapan bapak 🇮🇩 BUBAR 2030 kl Gerombolan FUFUFAFA ga DIHABISI DIKABINET BAPAK","1854297291794022819","","MuhammadGhilm14","in","","0","1","0","https://x.com/Joxplalong/status/1854297291794022819","1414014630507081731","Joxplalong"
"1853673802590511141","Wed Nov 06 22:56:39 +0000 2024","0","@DokterTifa Kalau pmrintah emg serius ngebongkar akun fufufafa pasti cepet utk membuktikan kl si akun ini bukan yg disangkakan biar jelas .. tapi ya gitu deh ","1854296868613976117","","DokterTifa","in","","0","0","0","https://x.com/sabratila/status/1854296868613976117","1184439886486499328","sabratila"
"1854196684152332480","Wed Nov 06 22:56:28 +0000 2024","0","@FernaRondonuwu @soppyan @prabowo @realDonaldTrump Entar juga ribut fufufafa sama Prabowo kaya Filipina wkwkwk","1854296822036234325","","FernaRondonuwu","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/Rifqizuhdi281/status/1854296822036234325","1066719132656128000","Rifqizuhdi281"
"1854296770702111134","Wed Nov 06 22:56:15 +0000 2024","1","Di indo ada yg samain trump sama fufufafa tolol bggt.","1854296770702111134","","","in","","0","0","0","https://x.com/FOURKIN6S/status/1854296770702111134","234842278","FOURKIN6S"
"1854296732471058657","Wed Nov 06 22:56:06 +0000 2024","0","HAMPIR KESANDUNG DI TANGGA SKOLAHhow much aura did i lose","1854296732471058657","","","in","him","0","3","0","https://x.com/akjaza/status/1854296732471058657","1527822891488014337","akjaza"
"1854063177283391723","Wed Nov 06 22:56:01 +0000 2024","3","@Rahmansukarnen @opposite6892 Bener bener parah selama 10thn Republik ini ayo pak @prabowo saatnya Republik ini BERSIHJAN GEROMBOLAN FUFUFAFA YG MSH ADA DI PEMERINTAH BAPAK","1854296710539063786","","Rahmansukarnen","in","","0","0","1","https://x.com/Joxplalong/status/1854296710539063786","1414014630507081731","Joxplalong"
"1854150365572472935","Wed Nov 06 22:55:02 +0000 2024","0","@ThaigaRisk13243 @tekarok007 Tolol kamu.. Jelas2 faktanya mulyono dan fufufafa + bobi hancurlan bangsa kita kamu otaknya dipake.. Otak sampah kamu ya","1854296463003840879","","ThaigaRisk13243","in","Kota Surabaya, Jawa Timur","0","3","0","https://x.com/andry_h/status/1854296463003840879","378027975","andry_h"
"1854148186258190782","Wed Nov 06 22:41:14 +0000 2024","1","@samsul_fufufafa @herricahyadi Kehancuran AS akan terjadi seperti hancurnya Romawi dulu baru Konflik Palestina (Timteng) akan berakhir","1854292991059628361","","samsul_fufufafa","in","","0","0","0","https://x.com/MrGambreng20/status/1854292991059628361","1337592095729541121","MrGambreng20"
"1853817206121124093","Wed Nov 06 22:41:10 +0000 2024","1","@H4T14K4LN4L42 @DPR_RI @MPR @prabowo Yth President RI @prabowo mohon segerakan penegakkan hukum dan keadilan thdp issue fufufafa ijazah palsu PSN PIK2 dan BSD agar kegaduhan anak bangsa selesai dgn tepat dan benar sesuai hukum dan berkeadilan . sallam.@msaid_didu @ReflyHZ @JimlyAs @bang_dasco","1854292971816112130","","H4T14K4LN4L42","in","Indonesia","0","0","0","https://x.com/Fargus00200873/status/1854292971816112130","878487191386705920","Fargus00200873"
"1853650119687868719","Wed Nov 06 22:40:54 +0000 2024","0","@Bramakumba123 @jagadwirosari @Gerindra @kemendagri Bikin negara sendiri aja bos kd kan anis presiden anisnya aja santai bae malah pendukungnya yg terap kepanasan dan mau bikin onar terus dg selalu provokasi soal fufufafa","1854292905806139409","","Bramakumba123","in","Payakumbuh, Indonesia","0","1","0","https://x.com/rika_koboi/status/1854292905806139409","2942060546","rika_koboi"
"1854090444906631354","Wed Nov 06 22:40:04 +0000 2024","0","@noirbojack jurnalis apaan anjir semua orng juga tau klo fufufafa tuh kosong","1854292696300757387","","noirbojack","in","free palestina ","0","0","0","https://x.com/alchemyworks01/status/1854292696300757387","1436715965190864904","alchemyworks01"
"1854020889198936457","Wed Nov 06 22:39:30 +0000 2024","1","@DokterTifa @prabowo Cieeee jilat sana jilat sini Hujatin se KK Mulyono Fufufafa biar lengser trus di ganti sm kamu ya dok?? Jgn malu malu akuin aja","1854292553300160779","","DokterTifa","in","","0","0","0","https://x.com/praditya_denny/status/1854292553300160779","1513176490149515269","praditya_denny"
"1854196684152332480","Wed Nov 06 22:38:56 +0000 2024","0","@prabowo @realDonaldTrump Sesekali suruh fufufafa pidato BHS Inggris TDK hanya bisanya kampanye bagi susu mulu.","1854292408839836040","","prabowo","in","","0","0","0","https://x.com/123ardhan/status/1854292408839836040","1563082822008840193","123ardhan"
"1854146210778771827","Wed Nov 06 22:38:54 +0000 2024","0","@DarsAlexandra1 gus fufufafa ","1854292403819303168","","DarsAlexandra1","in","Surabaya,Indonesia","0","0","0","https://x.com/dandyez/status/1854292403819303168","809082996","dandyez"
"1854078809882103857","Wed Nov 06 22:38:54 +0000 2024","2","@Graminale @DitjenPajakRI @KemenkeuRI @prabowo Fans Fufufafa emang rada2 oon. ","1854292403810955349","","Graminale","in","solo","0","0","0","https://x.com/Ar_910/status/1854292403810955349","243998004","Ar_910"
"1854292339940037072","Wed Nov 06 22:38:39 +0000 2024","0","TANGKAP FUFUFAFA DAN BEKINGNYA!","1854292339940037072","","","in","","0","0","0","https://x.com/meQJontor/status/1854292339940037072","1846337756420886528","meQJontor"
"1854065547643691218","Wed Nov 06 22:37:50 +0000 2024","0","@iqbal_farabi fufufafa mania mana paham tupoksi wapres yang penting blusukan dan ketemu rakyat = kerja wkwkwk","1854292133550944757","","iqbal_farabi","in","","0","0","0","https://x.com/D_oubleS/status/1854292133550944757","1827343824794087427","D_oubleS"
"1854018223970402790","Wed Nov 06 22:37:43 +0000 2024","0","@RomitsuT Lah ngapain diturunin kan ada buzzer Mulyoni fufufafa yg siap Menuhin tiap hari biar gak jadi beban anggaran","1854292104685781048","","RomitsuT","in","Jakarta Barat, DKI Jakarta","0","0","0","https://x.com/writerfreax/status/1854292104685781048","1390568423768215553","writerfreax"
"1853972899742556419","Wed Nov 06 22:35:51 +0000 2024","0","@OposisiCerdas HARUS ! Data datanya lengkap ! Fufufafa must go to jaile .","1854291635552796768","","OposisiCerdas","in","","0","0","0","https://x.com/sihaan99/status/1854291635552796768","1838168040720224256","sihaan99"
"1854131910009598147","Wed Nov 06 22:35:26 +0000 2024","1","@kumparan Pernyataan yg picik dr seorang menteri. Ngirim orang sekolah pake duit negara/pajak rakyt. Selesai dikasih kebebasan mau kmn krn negara ga bs kasih tempat pemanfaatan ilmunya. Iki piye to logikane","1854291528094740651","","kumparan","in","","0","0","0","https://x.com/FachSetiawan/status/1854291528094740651","1118577011969052672","FachSetiawan"
